"Sentence","Mark #1","Mark #2","Mark #3","Mark #4","Mark #4","Evaluator #1","Evaluator #2","Evaluator #3","Evaluator #4","Evaluator #5"
"Вместо него на Землю вернется Даниэл Тани.","neutral","neutral","neutral",,,17,8,18,,
"Что 1 января 2010 года мы проснёмся и нам не нужен будет Skype, Nokia и прочие Windows.","neutral","doubrful","neutral",,,17,8,18,,
"Песня лидера рок-группы «Машина времени» «К нам в Холуёво приезжает Путин», повествует о подготовке провинциального города к приезду премьера.","neutral","neutral","neutral",,,17,8,18,,
"Она вся в слезах и задает вполне нормальный вопрос: что такого они сделали?","negative","negative","negative",,,17,8,18,,
"Щедрость правительства объясняется не заботой о кошельках населения, а отсутствием""гармонизации""акцизов с участниками Таможенного союза.","mixed","mixed","mixed",,,17,8,18,,
"Поэтому его приключения не вызывают не малейшего сочувствия, и вся интрига теряет смысл.","neutral","negative","negative",,,17,8,18,,
"Дай Бог, все будет хорошо, и тогда с новыми силами и идеями, более грамотно приступим к действиям.","neutral","positive","positive",,,17,8,18,,
"В «Архипелаге ГУЛАГ» Александр Солженицын назвал коллективизацию «великим переломом русского хребта».","neutral","neutral","neutral",,,17,8,18,,
"Но шахматы для меня не только мое занятие и мое хобби.","neutral","positive","positive",,,17,8,18,,
"Алексей принялся тушить пламя, разбрасывая палкой горящие головешки…","positive","neutral","neutral",,,17,8,18,,
"В Москве у нас все еще довольно ограниченно понимание своего личного пространства, мы мыслим малыми формами, поэтому пачка из-под сигарет летит в окно автомобиля, а мир за дверью квартиры кажется враждебным и второстепенным.","negative","negative","negative",,,17,8,18,,
"Горькие сожаления о том, что он так и не нашёл взаимопонимания.","negative","negative","negative",,,17,8,18,,
"Пассажирский самолет Ту-134 авиакомпании «Русэйр», на борту которого, по предварительным данным, находилось 52 человека, разбился в Республике Карелия 20 июня 2011 года в 23:40 по московскому времени при заходе на посадку.","negative","neutral","negative",,,17,8,18,,
"Организаторы утверждают, что «Евровидение» станет самым грандиозным телевизионным шоу в закрытом пространстве.","neutral","positive","neutral",,,17,8,18,,
"Вероятно, поэтому многих хватает только на один урок, полный напряжённого молчания или страдальческих ответов на прямые вопросы других участников беседы.","neutral","negative","negative",,,17,8,18,,
"Кроме того, президент высказалась за ужесточение наказания за коррупцию путем перевода их в категорию особо тяжких преступлений, пишет РБК.","positive","neutral","neutral",,,17,8,18,,
"Философия компании состоит в создании аппаратов, которые максимально ориентированы на получение качественного звучания, минимализме в количестве органов управления, а также скромности дизайна.","neutral","neutral","positive",,,17,8,18,,
"Упрощённо говоря, палата представителей — «экономическая» часть конгресса (так, все законы, относящиеся к налогообложению, могут инициироваться только ею), а сенат — «политическая», ибо он ратифицирует международные договоры и даёт согласие на назначение нескольких тысяч федеральных чиновников и судей.","neutral","neutral","neutral",,,17,8,18,,
"В то же время ценность его сомнительна, а о гораздо более продуманном проекте Минкомсвязи не известно практически никому, за исключением узкого круга специалистов.","neutral","negative","negative",,,17,8,18,,
"То, что происходит сейчас с Крымской астрофизической обсерваторией, — типичный пример проблем постсоветской науки, которая оказалась не нужна ни власти, ни бизнесу, ни даже собственному руководству.","negative","negative","negative",,,17,8,18,,
"Недавно глава NASA Майкл Гриффин сказал, что проект «Спейс Шаттл» и МКС были ошибочным направлением.","neutral","neutral","negative",,,17,8,18,,
"Буш подписал бюджет на 2008 год","neutral","neutral","neutral",,,17,8,18,,
"23 июня 2010 года состоялась учредительная конференция, на которой был окончательно обсуждён и принят устав КиноСоюза.","neutral","neutral","neutral",,,17,8,18,,
"Если уже принимает – все хуже.","negative","negative","negative",,,17,8,18,,
"Обращение посвящено судьбе окруженных украинских военных.","neutral","neutral","neutral",,,17,8,18,,
"Специальный диплом жюри «За легкое дыхание и художественную целостность» был вручен фильму Нигины Сайфуллаевой «Как меня зовут».","neutral","neutral","neutral",,,17,8,18,,
"Он эксплуатирует новейшие самолеты типа «Боинг» и «Эйрбас» и в целом у него самый молодой самолетный парк в Европе.","neutral","positive","neutral",,,17,8,18,,
"Диагноз ведь печален: профессиональные участники рынка не могут самостоятельно насытить книгами, организовать его юридическую (обеспечение правами), техническую (распространение контента) и финансовую (самая популярная система оплаты через SMS оказывается и самой невыгодной для продавцов, поскольку операторы связи делают наценку в 70—100% за платёж) инфраструктуру.","negative","negative","negative",,,17,8,18,,
"Это значит, что теперь отечественным рекламодателям стали доступны все форматы размещения рекламы на самом популярном в мире видеохостинге.","neutral","positive","neutral",,,17,8,18,,
"Об этом сообщил начальник ГУВД столицы Владимир Колокольцев.","doubrful","neutral","neutral",,,17,8,18,,
"Около пяти лет проработал в патологоанатомическом отделении Гарвардской медицинской академии.","neutral","neutral","neutral",,,17,8,18,,
"На конкурс было прислано более 34 тыс. видеороликов от кандидатов из 200 стран.","neutral","neutral","neutral",,,17,8,18,,
"Как сообщает Lenta.ru, премьер-министр Турции Реджеп Тайип Эрдоган сегодня отказался от ранее запланированного в Стокгольм визита.","neutral","neutral","neutral",,,17,8,18,,
"27 мая фонд «Общественное мнение» (ФОМ) представил в Москве исследование «Условия активизации гражданского участия в малых и средних городах России».","neutral","neutral","neutral",,,17,8,18,,
"Однако под давлением учёных руководство пошло на сокращение планов строительства, предложив строить 4 дома вместо 10, обойтись без гостиницы, спортивно-оздоровительного комплекса и бассейна.","negative","negative","neutral",,,17,8,18,,
"Наши фильмы будут конкурировать ещё с 14 картинами, в том числе с работами режиссёров с мировым именем, таких как Такеши Китано, Алехандро Гонсалес Иньяриту, Майк Ли, Матье Амальрик.","positive","neutral","neutral",,,17,8,18,,
"Ни какого вреда для безопасности от наземных станций слежения и космической группировки GPS в моем понимании нет.","neutral","positive","positive",,,17,8,18,,
"Какая, казалось бы, разница, есть ансамбль или нет?","neutral","neutral","neutral",,,17,8,18,,
"И любая организация может, в принципе, возглавить весь наш проект.","neutral","neutral","neutral",,,17,8,18,,
"Не так то просто оказалось найти вход в пустой аэропорт, но охрана мне немного помогла.","mixed","mixed","mixed",,,17,8,18,,
"Потому что основа остаётся та же, которую точно охарактеризовал ещё автор статьи в БСЭ (http://rusf.ru/abs/encycly/abs_bse.htm","neutral","positive","neutral",,,17,8,18,,
"""Мы выживем, если вы нам поможете.","mixed","mixed","mixed",,,17,8,18,,
"Первые четыре партии матча Крамник — Топалов получили скудное внимание мировой прессы.","neutral","negative","negative",,,17,8,18,,
"С её помощью можно отпечатать любую книгу, недоступную в силу времени или тираж которой распродан, а спрос сохраняется.","neutral","positive","positive",,,17,8,18,,
"Последние альбомы Шумов   записывает совместно со своими слушателями — «центробораторами», пересылая треки через интернет.","neutral","neutral","neutral",,,17,8,18,,
"В Нигерии, в славном городе Аджаокуте, мечеть была в 300 метрах.","neutral","positive","neutral",,,17,8,18,,
"Юрий Любимов рассказал о Театре на Таганке и своих планах.","neutral","neutral","neutral",,,17,8,18,,
"И поэтому если мы не хотим, чтобы виртуальная реальность стала тоже атеизированным явлением, мы должны будем серьезно думать о том, как церковь сегодня может присутствовать в этом мире более эффективно, более надежно с точки зрения передачи миру и особенно молодежи своего послания,","mixed","mixed","mixed",,,17,8,18,,
"Фактически это значит, что мы все стали информационно беднее – так же, как наш мир становится генетически беднее с потерей каждого живого вида.","negative","negative","negative",,,17,8,18,,
"Как известно, пользователи «Вконтакте» более недели негодовали по поводу того, что привычная «стена» была принудительно заменена на микроблог.","negative","negative","negative",,,17,8,18,,
"отмечает глава группы из IBM Research, которая создала систему Watson, Дэйвид Ферруччи.","doubrful","neutral","neutral",,,17,8,18,,
"В 1790 году был изобретён механизм по отделению хлопкового волокна от семян.","neutral","neutral","neutral",,,17,8,18,,
"Вообще, победа над Чехией дурную роль сыграла.","negative","negative","negative",,,17,8,18,,
"Выступая с речью на очередной конференции правящей Демократической партии, Н.Кан заверил, что перестановки в правительстве помогут укрепить лидерство партии и создать сильную команду, способную реформировать страну.","neutral","neutral","neutral",,,17,8,18,,
"Эксперты полагают, что проблем возникнуть не должно.","neutral","neutral","positive",,,17,8,18,,
"Это достигается продуманной и прогрессивной схемой блока питания, а также применением отключаемой пользователем системы «Soft-Clipping» в цепи блока усилителя мощности.","neutral","positive","neutral",,,17,8,18,,
"Представители движения""Оккупируй Хорватию""также объявили о проведении в Загребе акции протеста против вступления в ЕС.","negative","neutral","neutral",,,17,8,18,,
"И за это все нужно выдать респекты всем людям, которые рядом со мной пытаются сделать этот мир лучше","positive","positive","positive",,,17,8,18,,
"Так вот всё это упорно называлось словом «быт».","doubrful","negative","neutral",,,17,8,18,,
"Собственно, пока в компьютере, на котором я пишу эту статью, время от времени звенит сигнал о приходе сообщения в чат Gmail, отвлекая меня от текста, который я набираю в Google Docs, пользуясь Google Notebook и Google Translate.","neutral","neutral","neutral",,,17,8,18,,
"Результаты независимой экспертизы оказались прямо противоположны выводам столичной милиции.","neutral","neutral","neutral",,,17,8,18,,
"Россияне уже смирились с тем, что цены на автомобильный бензин растут постоянно и этот рост никак не зависит от конъюнктуры на нефтяном рынке.","neutral","negative","negative",,,17,8,18,,
"Из них стоит выделить украинский номер, хотя бы потому, что Светлана Лобода очень неуверенно выглядела на репетициях.","neutral","doubrful","negative",,,17,8,18,,
"В частности, в список попали вице-премьер России Дмитрий Рогозин, председатель Совета Федераций Валентина Матвиенко и спикер Госдумы Сергей Нарышкин.","neutral","neutral","neutral",,,17,8,18,,
"Уже не мелькает ни Бурбулис, ни Чубайс, ни Коржаков, ни Грачев.","neutral","neutral","neutral",,,17,8,18,,
"При этом сами программы создаются очень быстро: за 15 минут можно, например, собрать приложение, которое сообщает раз в 15 минут друзьям, где вы находитесь.","positive","positive","neutral",,,17,8,18,,
"Не чувствовали, что этими нелегальными видеопереводами открываете мир для людей?","mixed","mixed","mixed",,,17,8,18,,
"В то же время, эксперт не видит большого потенциала в текущих возможностях Bing:","negative","negative","negative",,,17,8,18,,
"К сожалению, из-за наводнения в Пакистане, вероятно, придётся временно приостановить операции в Северном Вазиристане.","neutral","negative","negative",,,17,8,18,,
"Добровольно покинувший пост музыкального руководителя Ведерников обвиняет администрацию Большого в отсутствии малейшего энтузиазма и желания реформировать театр.","neutral","neutral","negative",,,17,8,18,,
"И все же закрыть «Голос», как мне кажется, достаточно трудно.","neutral","negative","neutral",,,17,8,18,,
"С сильным австралийским акцентом он поведал о том, как приехал в Россию и как здесь хорошо, а потом поблагодарил за внимание и слился с толпой.","neutral","positive","positive",,,17,8,18,,
"Организаторы конкурса утверждают, что именно Бен по результатам всех текстов оказался самым подходящим смотрителем.","neutral","neutral","neutral",,,17,8,18,,
"И чего нам в идеале хочется?","doubrful","doubrful","neutral",,,17,8,18,,
"По данным министерства, на 14.45 по республике 93 пострадавших.","negative","neutral","neutral",,,17,8,18,,
"В Америке он был опубликован ещё в позапрошлом году, и тамошние читатели уже сравнили Хэнка Муди и с Чарльзом Буковски, и с Бретом Истоном Эллисом и в целом, кажется, остались довольны.","neutral","positive","positive",,,17,8,18,,
"Для автора красота женщин связана с философией природы: красота есть признак здорового тела и гармонии со Вселенной.","neutral","neutral","neutral",,,17,8,18,,
"Не на шутку удивили два прошлогодних участника форума: Ростовский симфонический показал куда больше, чем можно было от него ожидать.","neutral","positive","positive",,,17,8,18,,
"Серёжа, составьте список заведений и передайте его лично в соответствующее ведомство.","neutral","neutral","neutral",,,17,8,18,,
"На свою голову, Мицна сделал ряд заявлений, которые были не без основания восприняты, как фракционизм и попытка расколоть Израиль - в частности, он категорически отказался даже обсуждать вопрос о коалиции с""Ликудом"", как будто друг Асада Азми Бишара и врач Арафата Ахмад Тиби - более естественные союзники для сионистской партии Труда.","neutral","negative","negative",,,17,8,18,,
"А потом к нам присоединились другие предприниматели, мы стали стараться к каждому Новому году собирать подарки для всех детей.","positive","positive","positive",,,17,8,18,,
"По моим представлениям, пока «избиратели» или соотечественники снова готовы «обманывать себя».","negative","negative","negative",,,17,8,18,,
"Всего на конкурс из 267 поступивших заявок 114 посвящены водоснабжению.","neutral","neutral","neutral",,,17,8,18,,
"И удар по кулачеству пришёлся по самым способным сельскохозяйственным руководителям и работникам в России.","neutral","negative","negative",,,17,8,18,,
"Визу делают быстро - через два дня уже принимается решение о выдаче визы (и через день она у вас на руках в случае доставки DHL).","positive","positive","positive",,,17,8,18,,
"Изобретатель технологии, главный инженер Carbon Sciences Навид Аслам пояснил, что основой нового метода является низкоэнергетичный процесс биологического гидролиза – биологическое расщепление молекул углекислого газа и воды.","neutral","neutral","neutral",,,17,8,18,,
"Источник в президентской администрации сообщил, что российская сторона действительно ставила во главу угла при обсуждении возможного визита президента РФ в Севастополь подписание конкретных договоренностей, в том числе по углеводородной тематике.","neutral","neutral","neutral",,,17,8,18,,
"Глонасс даст точность до 1 м.","positive","neutral","neutral",,,17,8,18,,
"Во-первых, оставление за правительством Москвы только тех вопросов, которые не могут быть решены на районном уровне, — ключевой инженерной инфраструктуры, магистральных транспортных сетей, полиции и т. п.","neutral","doubrful","neutral",,,17,8,18,,
"А вот на то, чтобы вовремя добраться до «Шереметьева» на машине, лучше не рассчитывать до октября месяца.","negative","negative","negative",,,17,8,18,,
"Люди скандировали «Нет никелю на Хопре!», призывали подрядчиков УГМК остановить работы и озвучили им резолюцию митинга.","neutral","neutral","negative",,,17,8,18,,
"При этом женщин казнили за деяние, которые в других странах вообще не наказуемо, а именно — за развод.","negative","negative","negative",,,17,8,18,,
"Оборудование GPS было ввезено в Россию и установлено в начале 1990-х в соответствии с межправительственным соглашением по экономическому и техническому сотрудничеству, в котором есть пункт о сотрудничестве в области наблюдательной сейсмологии,","neutral","neutral","neutral",,,17,8,18,,
"С этой точки зрения греки реально стали движущей силой европейской интеграции и взаимопомощи.","neutral","positive","positive",,,17,8,18,,
"Задолженность УК тогда оценили в 4,6 млрд рублей.","neutral","neutral","neutral",,,17,8,18,,
"Так и существуют в календаре Мужской и Женский день как «дань обоим полам» (по выражению одного из студентов, среди которых Ивановский центр гендерных исследований проводил опрос, пытаясь выяснить отношение молодёжи к этим праздникам).","neutral","neutral","neutral",,,17,8,18,,
"Я приветствую готовность ЕС вести переговоры с Украиной о либерализации торговых отношений, также как и диверсификацию энергетической инфраструктуры.","neutral","positive","positive",,,17,8,18,,
"По последним опросам, которые проводились за пятнадцать дней до выборов (позже публиковать опросы в Италии запрещено), лидировал с небольшим преимуществом Проди, который представляет центристко-левые политические силы в Италии.","neutral","neutral","neutral",,,17,8,18,,
"Она пришла на нашу землю и началась с безрассудного убийства наших граждан.","negative","negative","negative",,,17,8,18,,
"Из названия статьи ясно, какой казус пышно празднует триумф.","neutral","negative","neutral",,,17,8,18,,
"Как заявил высокопоставленный источник в администрации Кремля в среду, 15 сентября, вопрос о продолжении исполнения полномочий мэром Москвы находится в компетенции президента РФ и не может решаться Лужковым.","neutral","neutral","neutral",,,17,8,18,,
"Статья на портале Walla называется""Больше 50 процентов израильских арабов живут ниже уровня бедности"".","neutral","neutral","neutral",,,17,8,18,,
"И это заметно обедняет картину мира на телеподмостках.","neutral","negative","negative",,,17,8,18,,
"Но, в конце концов, не одно лишь бытие определяет сознание.","neutral","doubrful","neutral",,,17,8,18,,
"Однако основа его работ — это духовные практики и колоссальный визионёрский опыт, которые и определяют его своеобразный авторский стиль.","neutral","positive","neutral",,,17,8,18,,
"Любой настоящий и бывший бойскаут мог сходу оттарабанить полный список всех добродетелей Джорджа Вашингтона, среди которых совершенная честность оказывалась едва ль не на первом месте.","neutral","positive","neutral",,,17,8,18,,
"также заявил министр по делам президента Судана Бакри Хасан Салех.","doubrful","neutral","neutral",,,17,8,18,,
"Мне хотелось бы, чтобы «Сколково» стало идеологией, которая пронизывает жизнь нашего общества и которая понятна и людям зрелым, и самым молодым людям.","neutral","positive","positive",,,17,8,18,,
"Также Гленкор — наиболее вероятный партнер по реализации металлов, которые планируют добывать на Хопре.","neutral","neutral","neutral",,,17,8,18,,
"Не говоря уже о центральном отоплении, горячей воде и прочих благах цивилизации.","neutral","neutral","neutral",,,17,8,18,,
"Таким образом, публичное тестирование одного из самых популярных браузеров в мире продолжалось более восьми месяцев.","neutral","neutral","neutral",,,17,8,18,,
"Опять же, продолжаю наблюдения за окружающими людьми.","neutral","neutral","neutral",,,17,8,18,,
"Вопрос был вынесен на рассмотрение Европарламента, который поддержал создание ЕВФ.","neutral","neutral","neutral",,,17,8,18,,
"Изложены вопросы в диапазоне от загара и до бесплодия.","neutral","neutral","neutral",,,17,8,18,,
"Понятно, что на всё это требуется время.","neutral","neutral","neutral",,,17,8,18,,
"Также оно производит разгонные блоки «Бриз-М», которые называют в числе главных причин аварий в космосе в последнее время.","neutral","neutral","negative",,,17,8,18,,
"Меркель назвала способы выхода из кризиса в еврозоне","neutral","neutral","neutral",,,17,8,18,,
"Сотрудники КрАО узнали об этом в июле 2008 года (более чем через год после подписания договора), причём чисто случайно.","neutral","neutral","neutral",,,17,8,18,,
"...Ким Чен Ир, как следует из новой редакции северокорейской конституции, вводит идеологическую установку""армия на первом месте"".","neutral","neutral","neutral",,,17,8,18,,
"В Германии в ноябре среди E-Mail было 66% спама.","neutral","neutral","neutral",,,17,8,18,,
"Какой отрывок из Библии лег в основу фильма «Голова-ластик»?","doubrful","neutral","neutral",,,17,8,18,,
"А потом, дело еще в том, что я никогда не видел такого потока абсолютного кинематографического дерьма, как после появления видео.","negative","negative","negative",,,17,8,18,,
"Я никуда не ухожу и собираюсь продолжать следить за качеством ВКонтакте.","neutral","positive","neutral",,,17,8,18,,
"Я был соучредителем и одним из руководителей «Петербургской линии».","neutral","neutral","neutral",,,17,8,18,,
"Это произошло в результате того, что РЖД объединило столицу в одну тарифную зону.","neutral","neutral","neutral",,,17,8,18,,
"Если раньше Яндекс игнорировал SEO-ссылки, то сейчас сайты будут пессимизироваться.","neutral","neutral","neutral",,,17,8,18,,
"Все они жертвы обвалившихся стен и потолков в своих домах.","negative","negative","negative",,,17,8,18,,
"Вы живете и работаете в невероятной свободе.","positive","positive","positive",,,17,8,18,,
"Жаль, никому не пришло в голову.","negative","negative","negative",,,17,8,18,,
"Там каждая поставка будет проходить контрольную проверку Роспотребнадзора.","neutral","neutral","neutral",,,17,8,18,,
"Лилия Васильевна, а Вы не боитесь, что Вашу организацию просто закроют или приостановят ее деятельность в начале следующего года?","neutral","negative","negative",,,17,8,18,,
"Наши граждане пока намного ближе к люмпенам, чем к гражданам.","neutral","neutral","negative",,,17,8,18,,
"Баланс между ожидаемой полезностью от воображаемых благ и бешеным трудовым ритмом, которым нужно за них расплатиться, не состыковался.","neutral","negative","negative",,,17,8,18,,
"Премьер-министр подчеркнул, что состояние большинства этих учреждений нельзя признать удовлетворительным.","neutral","neutral","negative",,,17,8,18,,
"Согласие Сирии на инициативу РФ по поводу химоружия поставит США в сложное положение.","negative","negative","neutral",,,17,8,18,,
"Как они покажут себя на фоне трёх европейских оркестров?","doubrful","neutral","neutral",,,17,8,18,,
"Несколько лет велись споры о том, нужны ли Москве специальные велосипедные дорожки или нет.","neutral","neutral","neutral",,,17,8,18,,
"Например, менее чем за полвека они вернули Африку к состоянию дикости.","negative","negative","negative",,,17,8,18,,
"Ожидается, что в скором времени тайфун приблизится к южному Китаю.","negative","neutral","neutral",,,17,8,18,,
"Но в любом случае результат очень впечатляющий — от начала активной работы до открытия нового раздела Википедии прошло всего полгода (!), за которые было написано около 900 (!) статей, большинство из которых написал один (!) человек.","positive","positive","positive",,,17,8,18,,
"Они, по словам господина Ярослава, является индикатором чистоты окружающей среды.","neutral","neutral","neutral",,,17,8,18,,
"Сейчас президент обещает обеспечить к 2014 году семипроцентные темпы роста.","neutral","neutral","positive",,,17,8,18,,
"Как оказалось, большинство турок очень переживает из-за того, что после вступления в ЕС государство утратит сильную армию.","negative","negative","negative",,,17,8,18,,
"Справедливости ради отмечу, что я рассуждаю относительно технических специальностей.","neutral","positive","neutral",,,17,8,18,,
"Похоже, примерно то же чувство посещало и членов жюри.","neutral","neutral","neutral",,,17,8,18,,
"Приточность реки Енисей в 2009 году превышает среднемноголетние значения на 10%, в связи с этим с апреля гидроэлектростанция работает с повышенной нагрузкой.","neutral","neutral","neutral",,,17,8,18,,
"Партнёрами Google в деле распространения новой системы будут Acer, Adobe, ASUS, Freescale, Hewlett-Packard, Lenovo, Qualcomm, Texas Instruments и Toshiba.","neutral","neutral","neutral",,,17,8,18,,
"•   «Stora boken» (рус. Большая книга, дневник (1881)","doubrful","doubrful","neutral",,,17,8,18,,
"Дэвид Карп, основавший Tumblr в 2007 году, получит 250 миллионов долларов США.","neutral","neutral","neutral",,,17,8,18,,
"Среди наиболее вероятных причин специалисты называют отказ одного из шести двигателей первой ступени.","neutral","neutral","neutral",,,17,8,18,,
"Она подразумевает готовность говорить всегда как будто от себя и так, как будто эти мысли пришли в голову за полсекунды до эфира.","neutral","neutral","neutral",,,17,8,18,,
"Атаке со стороны националистов подверглись и другие участники первой демонстрации сексуальных меньшинств.","negative","negative","negative",,,17,8,18,,
"Сначала свержение ненавистного «коммунистического режима» Наджибуллы (на деле — светской антиклерикальной власти, отказавшейся от «бессмертного учения» еще накануне распада СССР), затем перманентная война победителей, потом «Талибан», показавшийся возвратом в светлое средневековое прошлое.","neutral","negative","negative",,,17,8,18,,
"Если вас смущает эта сентенция, добавьте к ней слово «б*я», и всё станет на свои места.","negative","doubrful","negative",,,17,8,18,,
"И часто хватает, поскольку это поколение женщин гораздо менее здорово, они часто умирают намного раньше, чем их матери, прошедшие войну.","negative","negative","negative",,,17,8,18,,
"В результате, каждое действие становится мучительно долгим…","neutral","negative","negative",,,17,8,18,,
"Однако в декабре Высокий суд Дели запретил импорт и продажу в Индии продуктов Xiaomi из-за патентного иска шведской компании Ericsson.","neutral","neutral","neutral",,,17,8,18,,
"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.","neutral","neutral","neutral",,,17,8,18,,
"Они подвержены постоянному стрессу, многие заболевания помолодели — откуда у детей может быть нервное истощение?","neutral","negative","negative",,,17,8,18,,
"Десятилетие, справедливо названное нулевыми годами, хочется закончить на мажорной ноте; поэтому я напишу сейчас о главном для меня литературном открытии — 2010: о молодом русском писателе из Молдавии Владимире Лорченкове.","neutral","positive","positive",,,17,8,18,,
"С начала года в мировом прокате она заработала на новых фильмах $5 млрд.","neutral","neutral","neutral",,,17,8,18,,
"Собственно, это моя претензия и к Христу.","neutral","negative","negative",,,17,8,18,,
"Статус неактивного блог или сообщество получат в том случае, если записи в них не обновлялись в течение двух лет, их владельцы не логинились или же содержание журнала исчерпывается только приветствием Livejournal.","neutral","neutral","neutral",,,17,8,18,,
"И начинаю представлять, кому, как и зачем.","neutral","neutral","neutral",,,17,8,18,,
"А могут и вообще не сказать.","neutral","negative","negative",,,17,8,18,,
"Это означает постоянный рост спроса на жильё, то есть увеличение доходов населения.","positive","positive","positive",,,17,8,18,,
"Первый полет – в 1963 году, серийно выпускалась с 1965 по 1984 год, а всего было изготовлено 852 самолета.","neutral","neutral","neutral",,,17,8,18,,
"См. также некоторое обсуждение здесь и здесь.","doubrful","neutral","neutral",,,17,8,18,,
"Предполагаемые расходы на ранний переход на летнее время составят от 350 миллионов до 1 миллиарда долларов.","neutral","neutral","neutral",,,17,8,18,,
"Значит, где-то свыше мне это предначертано.","neutral","neutral","neutral",,,17,8,18,,
"Пилотируемые полёты должны иметь приоритет перед научными программами НАСА, заявил руководитель НАСА Майкл Гриффин на слушаниях в комитете по науке Конгресса США.","neutral","neutral","neutral",,,17,8,18,,
"А найти запчасти к американской технике в Беларуси очень сложно.","negative","negative","negative",,,17,8,18,,
"Комментируя ситуацию, представитель UCP Нафиса Насырова сообщила, что пока акционеры вопрос об отставке Дурова не рассматривали.","neutral","neutral","neutral",,,17,8,18,,
"Шутка про работодателей, предпочитающих афроамериканских лесбиянок, отражает реальность.","negative","negative","neutral",,,17,8,18,,
"Указ предполагает контроль за средствами массовой информации, ограничение пользования средствами записи, вопроизведения и передачи данных.","negative","neutral","negative",,,17,8,18,,
"Такое предположение высказал режиссер картины Андрей Звягинцев в интервью ИТАР-ТАСС.","neutral","neutral","neutral",,,17,8,18,,
"К югу — 300 млн. мусульман, враждебность которых к России усиливается её собственной политикой.","negative","negative","negative",,,17,8,18,,
"Для этого требовалось единогласное решение, однако представитель ФРГ заблокировал его, пишет «Росбалт».","neutral","negative","neutral",,,17,8,18,,
"Причём источники самые разные, вплоть до «Кошмара на улице Вязов».","neutral","neutral","neutral",,,17,8,18,,
"Запись песни была сделана через несколько дней после съезда партии «Единой России», на котором президент Дмитрий Медведев предложил выдвинуть Путина кандидатом в президенты в 2012 году, это предложение было поддержано партийцами.","neutral","neutral","neutral",,,17,8,18,,
